latitude,longitude,date_time,crime_type,safety_level
17.780887,83.266552,2023-02-20 20:45:00,None,0
17.687294,83.212607,2023-09-30 23:25:00,assault,2
17.717329,83.200774,2023-05-23 13:34:00,theft,1
17.709495,83.2359,2023-11-06 22:13:00,None,0
17.781514,83.323036,2023-06-20 22:27:00,minor altercation,1
17.78615,83.279981,2023-05-23 15:18:00,harassment,2
17.702297,83.330564,2023-01-02 03:35:00,minor altercation,1
17.651582,83.238811,2023-06-19 13:06:00,None,0
17.676904,83.338673,2023-04-01 13:01:00,None,0
17.726727,83.304944,2023-12-03 07:10:00,harassment,2
17.682013,83.231724,2023-07-05 13:30:00,assault,2
17.688825,83.327871,2023-12-29 23:33:00,harassment,2
17.74792,83.256306,2023-12-19 19:11:00,robbery,2
17.697787,83.226762,2023-05-27 10:24:00,robbery,2
17.657615,83.335778,2023-10-28 07:15:00,None,0
17.744465,83.229165,2023-08-22 13:56:00,None,0
17.667866,83.233589,2023-12-29 08:35:00,robbery,2
17.671907,83.205745,2023-11-29 10:50:00,None,0
17.76185,83.271437,2023-08-04 16:07:00,None,0
17.763603,83.267492,2023-10-28 23:29:00,minor altercation,1
17.764244,83.248035,2023-02-20 23:30:00,None,0
17.706687,83.288259,2023-06-15 11:36:00,harassment,2
17.660438,83.311145,2023-10-17 21:25:00,None,0
17.797585,83.236587,2023-12-13 05:59:00,None,0
17.783932,83.262571,2023-10-11 02:17:00,minor altercation,1
17.793498,83.272442,2023-10-07 09:41:00,None,0
17.725632,83.240926,2023-09-10 04:54:00,None,0
17.770423,83.266834,2023-09-22 11:32:00,theft,1
17.713575,83.307883,2023-05-28 17:29:00,harassment,2
17.687956,83.293791,2023-01-23 22:45:00,robbery,2
17.773595,83.311142,2023-08-15 06:58:00,None,0
17.766932,83.317862,2023-02-21 03:36:00,None,0
17.700666,83.295511,2023-09-20 23:05:00,robbery,2
17.688489,83.308596,2023-07-15 03:24:00,minor altercation,1
17.706145,83.222896,2023-06-10 21:16:00,None,0
17.72007,83.217404,2023-05-14 05:45:00,minor altercation,1
17.687287,83.251862,2023-08-10 21:46:00,theft,1
17.718827,83.269108,2023-05-05 10:49:00,minor altercation,1
17.78697,83.285077,2023-05-18 02:13:00,None,0
17.760905,83.306786,2023-12-06 21:04:00,theft,1
17.680388,83.288896,2023-10-05 20:42:00,harassment,2
17.73725,83.32116,2023-06-16 08:13:00,assault,2
17.714854,83.320953,2023-06-02 15:51:00,theft,1
17.792892,83.278089,2023-09-15 09:17:00,robbery,2
17.657175,83.201559,2023-02-22 00:14:00,harassment,2
17.692445,83.301578,2023-11-04 06:52:00,theft,1
17.756708,83.343971,2023-03-09 09:46:00,minor altercation,1
17.762015,83.265096,2023-12-17 09:14:00,None,0
17.739464,83.286221,2023-09-19 12:26:00,None,0
17.799618,83.30051,2023-08-02 04:18:00,minor altercation,1
17.661679,83.246959,2023-01-10 14:58:00,None,0
17.655863,83.213665,2023-08-24 14:36:00,robbery,2
17.759134,83.342719,2023-07-15 00:31:00,assault,2
17.706619,83.203952,2023-12-23 22:09:00,assault,2
17.784475,83.340073,2023-06-12 00:09:00,harassment,2
17.707664,83.303389,2023-10-04 07:00:00,theft,1
17.658204,83.324484,2023-08-24 01:05:00,harassment,2
17.766875,83.291704,2023-04-03 19:24:00,minor altercation,1
17.659877,83.215155,2023-10-22 08:15:00,assault,2
17.739927,83.277372,2023-04-10 01:50:00,minor altercation,1
17.770613,83.283301,2023-02-21 23:17:00,theft,1
17.707524,83.263494,2023-12-18 06:45:00,minor altercation,1
17.796247,83.281088,2023-06-16 15:29:00,minor altercation,1
17.769152,83.227164,2023-12-22 23:06:00,robbery,2
17.733764,83.283721,2023-10-19 20:11:00,theft,1
17.754051,83.243233,2023-03-24 10:26:00,None,0
17.735294,83.209035,2023-10-29 13:19:00,None,0
17.650192,83.257891,2023-05-12 03:46:00,None,0
17.730762,83.266819,2023-04-11 00:05:00,minor altercation,1
17.675994,83.223447,2023-12-08 15:08:00,theft,1
17.661921,83.309493,2023-06-10 02:40:00,robbery,2
17.734571,83.245586,2023-07-08 06:18:00,None,0
17.750331,83.319721,2023-01-15 12:21:00,None,0
17.785398,83.308177,2023-12-21 19:51:00,None,0
17.786746,83.242655,2023-11-26 18:00:00,assault,2
17.69843,83.242539,2023-04-19 15:17:00,None,0
17.688736,83.32192,2023-07-18 10:03:00,minor altercation,1
17.715351,83.260067,2023-08-12 03:15:00,None,0
17.797004,83.342186,2023-08-11 08:40:00,None,0
17.71521,83.243319,2023-03-16 16:55:00,minor altercation,1
17.712794,83.314826,2023-01-08 05:07:00,robbery,2
17.661529,83.317564,2023-02-12 04:32:00,minor altercation,1
17.739072,83.243689,2023-07-29 14:44:00,None,0
17.725817,83.345003,2023-01-12 02:25:00,None,0
17.659148,83.258066,2023-10-29 07:35:00,None,0
17.72591,83.269325,2023-03-26 08:13:00,robbery,2
17.729749,83.228419,2023-02-21 23:14:00,theft,1
17.743925,83.278688,2023-08-06 15:10:00,assault,2
17.725071,83.274069,2023-12-25 12:17:00,None,0
17.745353,83.203513,2023-09-24 10:48:00,minor altercation,1
17.798615,83.233678,2023-02-27 15:10:00,harassment,2
17.657325,83.286,2023-05-05 22:51:00,harassment,2
17.65259,83.201331,2023-04-02 14:29:00,robbery,2
17.731083,83.24616,2023-07-19 02:50:00,minor altercation,1
17.708875,83.333716,2023-12-01 04:23:00,minor altercation,1
17.725723,83.320308,2023-08-10 06:39:00,minor altercation,1
17.672478,83.249218,2023-04-14 18:34:00,None,0
17.661671,83.252022,2023-03-14 10:47:00,None,0
17.658431,83.318724,2023-09-22 11:52:00,None,0
17.758868,83.29323,2023-04-21 00:21:00,harassment,2
17.721374,83.290475,2023-11-26 12:22:00,minor altercation,1
17.668258,83.277744,2023-08-10 13:17:00,minor altercation,1
17.719035,83.306156,2023-03-20 00:05:00,minor altercation,1
17.678899,83.296665,2023-05-04 17:25:00,robbery,2
17.687086,83.295649,2023-08-19 08:48:00,None,0
17.719514,83.271098,2023-02-14 09:49:00,theft,1
17.734253,83.300502,2023-01-31 18:35:00,None,0
17.749038,83.200096,2023-01-03 13:22:00,robbery,2
17.699067,83.242479,2023-03-10 12:49:00,robbery,2
17.749821,83.33841,2023-09-01 21:07:00,harassment,2
17.657261,83.214936,2023-06-25 21:48:00,None,0
17.777091,83.321333,2023-03-07 02:57:00,None,0
17.688048,83.202436,2023-11-22 12:23:00,None,0
17.733819,83.210051,2023-07-07 05:41:00,minor altercation,1
17.748716,83.226903,2023-05-24 17:36:00,None,0
17.666173,83.318958,2023-08-09 01:12:00,minor altercation,1
17.7201,83.348892,2023-05-14 05:24:00,harassment,2
17.751859,83.324759,2023-02-27 10:58:00,robbery,2
17.73269,83.257538,2023-08-30 07:29:00,None,0
17.772384,83.293437,2023-11-02 23:17:00,robbery,2
17.700377,83.333954,2023-05-27 07:17:00,None,0
17.696867,83.21554,2023-01-27 09:38:00,None,0
17.690261,83.22189,2023-03-13 08:19:00,None,0
17.744919,83.310299,2023-09-07 02:56:00,minor altercation,1
17.702227,83.203794,2023-10-13 13:41:00,assault,2
17.781656,83.2827,2023-02-28 20:41:00,None,0
17.682823,83.273146,2023-09-05 11:02:00,theft,1
17.730156,83.200877,2023-12-11 03:27:00,minor altercation,1
17.785772,83.289511,2023-02-02 03:53:00,None,0
17.656732,83.322726,2023-11-16 04:28:00,minor altercation,1
17.665214,83.271923,2023-06-29 17:24:00,None,0
17.755464,83.235279,2023-12-22 23:14:00,harassment,2
17.680631,83.258595,2023-10-21 12:24:00,harassment,2
17.674606,83.323235,2023-11-28 16:38:00,harassment,2
17.771083,83.326773,2023-05-23 18:14:00,None,0
17.694813,83.335546,2023-08-19 05:11:00,harassment,2
17.738545,83.207363,2023-09-27 19:44:00,minor altercation,1
17.663203,83.274768,2023-08-16 18:28:00,minor altercation,1
17.794403,83.335347,2023-11-12 13:15:00,None,0
17.723758,83.214531,2023-01-04 05:52:00,robbery,2
17.745657,83.272635,2023-11-20 18:15:00,robbery,2
17.746582,83.333137,2023-12-25 12:28:00,theft,1
17.783027,83.255752,2023-06-07 13:50:00,None,0
17.789353,83.34036,2023-06-03 14:20:00,None,0
17.668512,83.345806,2023-12-10 14:43:00,theft,1
17.703864,83.212363,2023-05-16 20:04:00,assault,2
17.749519,83.247003,2023-09-16 09:27:00,minor altercation,1
17.729246,83.263301,2023-04-29 22:03:00,minor altercation,1
17.707205,83.253844,2023-09-05 03:15:00,None,0
17.756225,83.314295,2023-03-22 23:18:00,minor altercation,1
17.65955,83.264593,2023-09-15 01:51:00,theft,1
17.720623,83.218303,2023-10-09 02:18:00,minor altercation,1
17.748006,83.215396,2023-03-02 15:47:00,minor altercation,1
17.664176,83.312894,2023-11-18 05:48:00,theft,1
17.724419,83.257409,2023-08-10 23:25:00,None,0
17.767215,83.251605,2023-07-03 15:34:00,None,0
17.760643,83.205027,2023-07-17 14:15:00,theft,1
17.762994,83.228666,2023-08-31 08:02:00,None,0
17.740358,83.338156,2023-10-18 01:11:00,None,0
17.797158,83.342486,2023-12-26 01:22:00,harassment,2
17.783513,83.304005,2023-01-18 12:20:00,theft,1
17.72904,83.246263,2023-12-14 18:31:00,None,0
17.70867,83.315851,2023-04-24 14:23:00,None,0
17.732632,83.322527,2023-11-17 20:38:00,robbery,2
17.750034,83.248927,2023-06-03 16:19:00,None,0
17.795431,83.304643,2023-10-08 14:08:00,minor altercation,1
17.680873,83.208111,2023-06-19 10:15:00,assault,2
17.749025,83.21358,2023-06-17 15:41:00,minor altercation,1
17.726922,83.274592,2023-06-07 08:23:00,None,0
17.667253,83.23953,2023-05-08 08:49:00,assault,2
17.672347,83.30918,2023-08-19 21:28:00,minor altercation,1
17.769854,83.335743,2023-08-16 16:01:00,theft,1
17.739529,83.225257,2023-06-29 17:17:00,None,0
17.703129,83.269983,2023-12-31 11:29:00,harassment,2
17.783413,83.31018,2023-02-11 19:02:00,None,0
17.767832,83.271765,2023-08-17 23:50:00,robbery,2
17.73326,83.218485,2023-01-06 17:55:00,minor altercation,1
17.714031,83.303776,2023-08-05 05:53:00,assault,2
17.750965,83.297505,2023-01-02 13:41:00,minor altercation,1
17.771907,83.312583,2023-09-24 13:41:00,assault,2
17.781439,83.347854,2023-06-14 07:19:00,None,0
17.720957,83.22583,2023-09-06 18:38:00,None,0
17.768378,83.292695,2023-01-31 09:12:00,theft,1
17.721406,83.304137,2023-05-13 20:43:00,minor altercation,1
17.767505,83.348363,2023-04-18 05:00:00,robbery,2
17.710757,83.227668,2023-08-25 07:51:00,None,0
17.767742,83.316669,2023-03-31 03:23:00,minor altercation,1
17.719706,83.29155,2023-08-19 07:48:00,None,0
17.736799,83.309662,2023-08-01 15:47:00,minor altercation,1
17.799421,83.273527,2023-12-18 04:21:00,minor altercation,1
17.65999,83.299056,2023-08-27 20:00:00,theft,1
17.75996,83.255893,2023-11-15 08:56:00,minor altercation,1
17.731232,83.252171,2023-12-05 09:02:00,assault,2
17.763367,83.329165,2023-09-18 15:05:00,None,0
17.705353,83.283021,2023-06-06 21:37:00,None,0
17.669343,83.306325,2023-12-24 21:25:00,None,0
17.673416,83.239748,2023-01-20 14:22:00,theft,1
17.763533,83.224314,2023-02-09 12:08:00,harassment,2
17.792723,83.32982,2023-12-01 16:48:00,robbery,2
17.791053,83.215378,2023-01-19 00:48:00,assault,2
17.674412,83.282017,2023-04-06 11:19:00,assault,2
17.717799,83.295044,2023-11-18 13:24:00,None,0
17.697184,83.25645,2023-03-02 12:28:00,minor altercation,1
17.665421,83.238395,2023-11-27 04:15:00,None,0
17.702438,83.204001,2023-04-24 14:56:00,None,0
17.683879,83.302606,2023-10-17 07:44:00,None,0
17.798858,83.282924,2023-04-22 15:26:00,harassment,2
17.678573,83.251679,2023-08-05 11:22:00,minor altercation,1
17.753442,83.254278,2023-11-13 14:53:00,None,0
17.746405,83.203938,2023-11-15 19:43:00,None,0
17.794051,83.205305,2023-03-18 05:59:00,None,0
17.726562,83.259518,2023-03-10 14:32:00,minor altercation,1
17.798466,83.215362,2023-08-14 17:13:00,None,0
17.771377,83.228783,2023-01-31 23:11:00,assault,2
17.73245,83.243598,2023-10-09 14:41:00,theft,1
17.733892,83.269518,2023-10-27 09:31:00,minor altercation,1
17.667627,83.272336,2023-09-30 16:48:00,theft,1
17.721571,83.234877,2023-08-06 04:16:00,theft,1
17.68206,83.276751,2023-09-24 17:18:00,theft,1
17.74628,83.258129,2023-12-05 08:05:00,None,0
17.683055,83.253609,2023-07-25 19:53:00,theft,1
17.776813,83.326096,2023-07-03 16:19:00,None,0
17.724685,83.275719,2023-04-14 09:42:00,minor altercation,1
17.70533,83.238064,2023-06-18 03:58:00,robbery,2
17.703291,83.300526,2023-07-06 05:23:00,None,0
17.785494,83.207568,2023-03-08 00:30:00,theft,1
17.66779,83.219307,2023-01-15 23:52:00,minor altercation,1
17.795844,83.341238,2023-10-12 15:03:00,None,0
17.679445,83.343453,2023-05-26 02:16:00,None,0
17.753462,83.262516,2023-12-01 00:03:00,theft,1
17.719593,83.28456,2023-04-01 20:31:00,None,0
17.694755,83.218785,2023-11-27 22:27:00,robbery,2
17.757961,83.288942,2023-01-19 06:01:00,theft,1
17.682912,83.242495,2023-12-17 14:22:00,theft,1
17.719366,83.318539,2023-03-08 08:17:00,harassment,2
17.735876,83.22498,2023-08-18 13:14:00,robbery,2
17.780506,83.252884,2023-08-17 01:46:00,None,0
17.767598,83.262093,2023-10-02 10:29:00,minor altercation,1
17.688333,83.213444,2023-05-27 04:11:00,theft,1
17.796989,83.275922,2023-05-12 01:05:00,harassment,2
17.795209,83.283934,2023-12-10 11:08:00,minor altercation,1
17.663221,83.239464,2023-08-30 19:27:00,theft,1
17.743821,83.331097,2023-02-04 14:27:00,assault,2
17.769777,83.216489,2023-03-08 17:16:00,None,0
17.660562,83.309132,2023-02-22 01:04:00,minor altercation,1
17.710684,83.258933,2023-11-14 22:45:00,assault,2
17.738895,83.324683,2023-03-06 02:11:00,assault,2
17.654543,83.33335,2023-08-02 19:40:00,None,0
17.655606,83.321251,2023-11-01 20:19:00,theft,1
17.693215,83.245173,2023-08-05 03:49:00,None,0
17.696209,83.309524,2023-12-31 01:26:00,theft,1
17.656518,83.268914,2023-11-06 08:51:00,None,0
17.661581,83.303864,2023-10-14 19:53:00,harassment,2
17.720338,83.294708,2023-03-19 14:04:00,None,0
17.756425,83.262654,2023-08-08 18:25:00,None,0
17.657299,83.242203,2023-04-21 18:22:00,None,0
17.692568,83.299578,2023-03-28 21:05:00,None,0
17.70501,83.326725,2023-12-15 04:28:00,harassment,2
17.684689,83.304092,2023-02-11 04:09:00,None,0
17.786727,83.297106,2023-12-16 00:30:00,None,0
17.776313,83.328728,2023-11-29 07:27:00,theft,1
17.74819,83.227638,2023-01-26 07:07:00,harassment,2
17.729442,83.340448,2023-01-25 09:18:00,minor altercation,1
17.694492,83.222751,2023-03-12 11:31:00,assault,2
17.741356,83.321205,2023-10-30 00:06:00,assault,2
17.792506,83.333714,2023-10-14 19:20:00,None,0
17.785419,83.239482,2023-07-04 13:18:00,minor altercation,1
17.738734,83.305518,2023-12-24 11:58:00,None,0
17.722915,83.288656,2023-01-19 15:25:00,minor altercation,1
17.774876,83.203867,2023-04-10 00:31:00,harassment,2
17.653791,83.221799,2023-01-07 16:06:00,minor altercation,1
17.764296,83.296206,2023-08-21 22:01:00,minor altercation,1
17.783309,83.20181,2023-11-01 02:33:00,None,0
17.718373,83.312228,2023-05-05 11:14:00,robbery,2
17.699308,83.247593,2023-08-10 06:25:00,robbery,2
17.756163,83.240952,2023-11-22 08:48:00,minor altercation,1
17.726572,83.217104,2023-06-20 05:04:00,None,0
17.737337,83.280155,2023-08-18 19:30:00,None,0
17.657874,83.261995,2023-04-26 20:14:00,None,0
17.684001,83.257807,2023-01-01 07:01:00,assault,2
17.764791,83.265651,2023-11-07 02:18:00,minor altercation,1
17.790437,83.266687,2023-03-05 14:23:00,theft,1
17.692463,83.203637,2023-09-06 01:10:00,robbery,2
17.796599,83.346076,2023-11-27 10:36:00,None,0
17.772488,83.269045,2023-08-29 07:12:00,None,0
17.735033,83.255153,2023-01-29 15:54:00,None,0
17.665179,83.324717,2023-04-01 08:58:00,theft,1
17.754265,83.237581,2023-10-14 14:31:00,robbery,2
17.674842,83.203721,2023-11-27 02:55:00,minor altercation,1
17.718535,83.331665,2023-09-24 03:28:00,theft,1
17.720621,83.291132,2023-01-16 22:59:00,harassment,2
17.654389,83.221834,2023-04-05 21:22:00,theft,1
17.75846,83.241536,2023-03-13 14:56:00,robbery,2
17.652509,83.308329,2023-10-10 13:00:00,None,0
17.66449,83.325308,2023-02-02 07:56:00,harassment,2
17.713725,83.204196,2023-08-26 13:52:00,assault,2
17.650452,83.232685,2023-07-22 08:52:00,None,0
17.708568,83.27052,2023-09-17 17:01:00,None,0
17.701469,83.33771,2023-07-08 11:12:00,harassment,2
17.670267,83.22862,2023-06-04 02:08:00,minor altercation,1
17.799194,83.279584,2023-12-31 10:24:00,None,0
17.694828,83.259221,2023-10-21 07:30:00,None,0
17.670144,83.217314,2023-12-06 03:56:00,None,0
17.777146,83.327876,2023-11-10 16:25:00,theft,1
17.735064,83.231886,2023-09-15 03:28:00,assault,2
17.689115,83.300459,2023-09-25 10:59:00,None,0
17.675898,83.307005,2023-03-11 02:28:00,None,0
17.767352,83.246242,2023-11-01 03:55:00,theft,1
17.69642,83.321294,2023-04-30 17:15:00,None,0
17.788344,83.250803,2023-10-17 23:58:00,theft,1
17.672192,83.328071,2023-12-08 11:25:00,theft,1
17.779043,83.217795,2023-10-04 04:41:00,None,0
17.767439,83.268112,2023-06-23 20:43:00,theft,1
17.712315,83.305272,2023-12-31 16:49:00,None,0
17.77906,83.316386,2023-09-15 11:25:00,theft,1
17.680564,83.294435,2023-12-22 04:34:00,robbery,2
17.730117,83.25203,2023-08-06 19:25:00,harassment,2
17.743648,83.287805,2023-02-03 04:17:00,None,0
17.771037,83.224133,2023-12-02 12:51:00,assault,2
17.790137,83.276161,2023-05-22 13:21:00,None,0
17.663158,83.257452,2023-10-09 15:03:00,None,0
17.724146,83.248752,2023-07-14 10:01:00,None,0
17.774538,83.290731,2023-01-11 00:47:00,robbery,2
17.661541,83.224368,2023-12-31 12:59:00,None,0
17.72443,83.274629,2023-07-17 10:11:00,None,0
17.700635,83.314504,2023-10-09 20:43:00,None,0
17.746522,83.231728,2023-04-28 02:32:00,theft,1
17.650794,83.213663,2023-03-24 12:40:00,theft,1
17.733409,83.280463,2023-12-25 00:25:00,robbery,2
17.754738,83.218214,2023-05-28 14:56:00,None,0
17.684822,83.211403,2023-01-28 03:27:00,None,0
17.724462,83.252006,2023-12-26 00:10:00,None,0
17.656921,83.278087,2023-06-20 14:56:00,theft,1
17.713469,83.256549,2023-12-04 04:45:00,None,0
17.670114,83.236429,2023-08-02 17:33:00,None,0
17.696541,83.250927,2023-02-10 12:55:00,None,0
17.777377,83.297195,2023-12-30 03:01:00,None,0
17.705467,83.20737,2023-01-28 14:17:00,robbery,2
17.651507,83.26196,2023-04-29 02:37:00,assault,2
17.794117,83.212017,2023-09-29 05:03:00,None,0
17.754244,83.273651,2023-06-13 09:47:00,None,0
17.655605,83.331482,2023-12-31 20:50:00,minor altercation,1
17.672289,83.280787,2023-12-04 15:55:00,None,0
17.684097,83.339718,2023-09-14 09:45:00,harassment,2
17.726756,83.308535,2023-03-18 02:49:00,minor altercation,1
17.731217,83.345606,2023-12-09 11:51:00,None,0
17.697087,83.310523,2023-12-26 17:55:00,minor altercation,1
17.727451,83.341082,2023-10-28 23:23:00,assault,2
17.715309,83.34959,2023-08-05 02:43:00,None,0
17.74908,83.302113,2023-01-30 19:25:00,None,0
17.682458,83.27263,2023-12-20 05:12:00,None,0
17.723334,83.202859,2023-01-19 23:09:00,theft,1
17.721838,83.236389,2023-03-02 23:48:00,None,0
17.704561,83.322874,2023-02-20 04:41:00,minor altercation,1
17.797139,83.2551,2023-05-01 11:06:00,None,0
17.660094,83.289092,2023-01-09 07:13:00,None,0
17.795871,83.228529,2023-10-17 01:50:00,assault,2
17.73512,83.248234,2023-06-18 06:29:00,harassment,2
17.763986,83.347199,2023-12-14 15:20:00,robbery,2
17.794336,83.299905,2023-06-20 14:09:00,assault,2
17.721159,83.222969,2023-03-05 17:16:00,minor altercation,1
17.758693,83.266694,2023-07-01 13:30:00,minor altercation,1
17.689732,83.236994,2023-11-26 14:09:00,None,0
17.66146,83.322827,2023-08-02 14:58:00,theft,1
17.723477,83.284439,2023-09-17 16:34:00,None,0
17.689502,83.255067,2023-08-19 09:52:00,theft,1
17.674997,83.266586,2023-11-05 22:27:00,None,0
17.679886,83.213795,2023-05-18 08:30:00,assault,2
17.744395,83.286721,2023-10-16 08:03:00,minor altercation,1
17.728592,83.32586,2023-10-05 20:03:00,None,0
17.651854,83.33025,2023-05-14 20:20:00,theft,1
17.736783,83.309574,2023-09-18 05:44:00,minor altercation,1
17.674375,83.319983,2023-03-21 07:55:00,None,0
17.778221,83.217581,2023-10-18 20:38:00,harassment,2
17.758745,83.247325,2023-09-24 09:36:00,theft,1
17.741684,83.325303,2023-06-07 03:29:00,theft,1
17.754942,83.299777,2023-07-06 12:11:00,minor altercation,1
17.701874,83.211965,2023-05-21 10:48:00,robbery,2
17.762301,83.272714,2023-03-11 10:42:00,harassment,2
17.752915,83.27354,2023-09-03 12:27:00,None,0
17.752526,83.258511,2023-09-30 07:24:00,minor altercation,1
17.720385,83.310072,2023-08-21 16:57:00,minor altercation,1
17.721325,83.303325,2023-06-28 13:30:00,assault,2
17.748637,83.298489,2023-11-07 12:30:00,assault,2
17.713733,83.219509,2023-02-11 02:03:00,minor altercation,1
17.789294,83.276919,2023-12-23 00:56:00,harassment,2
17.737151,83.248815,2023-12-12 06:24:00,theft,1
17.782368,83.309126,2023-02-25 13:08:00,None,0
17.733756,83.343642,2023-04-15 00:23:00,assault,2
17.66284,83.285,2023-04-13 09:19:00,harassment,2
17.657953,83.23076,2023-09-19 23:45:00,harassment,2
17.701955,83.266356,2023-05-28 22:05:00,None,0
17.791758,83.303653,2023-01-05 03:04:00,None,0
17.662595,83.26651,2023-03-17 23:17:00,harassment,2
17.668212,83.256086,2023-09-10 20:58:00,robbery,2
17.788365,83.337774,2023-03-24 17:49:00,None,0
17.679568,83.320409,2023-06-12 10:12:00,robbery,2
17.789836,83.27721,2023-11-14 10:47:00,theft,1
17.703686,83.330866,2023-05-09 12:45:00,robbery,2
17.749138,83.245974,2023-02-22 02:20:00,None,0
17.688299,83.20141,2023-11-23 08:29:00,None,0
17.68981,83.336048,2023-12-05 11:59:00,robbery,2
17.719733,83.31951,2023-01-01 03:01:00,theft,1
17.730389,83.344695,2023-06-10 13:07:00,None,0
17.678432,83.231068,2023-06-15 17:40:00,robbery,2
17.675044,83.21904,2023-09-22 23:16:00,None,0
17.708999,83.304469,2023-09-10 19:03:00,robbery,2
17.703533,83.202628,2023-05-17 05:18:00,harassment,2
17.79493,83.225781,2023-02-28 12:01:00,None,0
17.685821,83.257446,2023-06-14 06:44:00,None,0
17.709539,83.264627,2023-08-09 06:09:00,robbery,2
17.762795,83.234967,2023-07-25 03:39:00,minor altercation,1
17.70026,83.280254,2023-07-10 15:45:00,harassment,2
17.708863,83.281479,2023-01-29 08:49:00,theft,1
17.714374,83.271084,2023-05-07 21:52:00,harassment,2
17.664941,83.247318,2023-07-14 16:45:00,theft,1
17.683688,83.312049,2023-05-05 06:52:00,robbery,2
17.688797,83.258205,2023-10-22 07:58:00,theft,1
17.699996,83.30052,2023-08-29 11:26:00,None,0
17.718905,83.307052,2023-04-16 23:02:00,theft,1
17.759236,83.311709,2023-06-15 05:40:00,minor altercation,1
17.768285,83.20807,2023-03-08 21:21:00,assault,2
17.683127,83.343604,2023-06-01 11:39:00,None,0
17.73981,83.330714,2023-06-14 22:36:00,assault,2
17.761974,83.34161,2023-08-22 15:02:00,theft,1
17.759442,83.246882,2023-08-21 12:26:00,None,0
17.742949,83.245376,2023-01-03 08:32:00,theft,1
17.654342,83.248656,2023-12-22 09:57:00,None,0
17.772633,83.319514,2023-09-18 03:25:00,theft,1
17.703087,83.21396,2023-02-22 00:05:00,None,0
17.738771,83.287097,2023-09-15 20:10:00,None,0
17.700326,83.218112,2023-01-24 18:11:00,theft,1
17.731172,83.221844,2023-06-09 18:56:00,minor altercation,1
17.79179,83.241437,2023-07-20 18:26:00,robbery,2
17.78981,83.22997,2023-07-21 11:07:00,None,0
17.684956,83.298935,2023-07-17 09:13:00,assault,2
17.682836,83.227554,2023-07-25 19:03:00,assault,2
17.661892,83.336852,2023-12-01 23:56:00,harassment,2
17.738149,83.302746,2023-04-29 16:14:00,minor altercation,1
17.752441,83.314409,2023-08-04 11:34:00,None,0
17.661911,83.290015,2023-08-21 13:28:00,minor altercation,1
17.728043,83.278618,2023-05-29 14:46:00,minor altercation,1
17.680584,83.275273,2023-03-19 13:44:00,None,0
17.662688,83.242878,2023-03-26 18:03:00,assault,2
17.653077,83.231233,2023-05-03 12:05:00,theft,1
17.706226,83.221835,2023-01-29 09:22:00,None,0
17.738043,83.285137,2023-10-03 09:20:00,harassment,2
17.688884,83.304665,2023-09-17 21:33:00,harassment,2
17.792404,83.240393,2023-09-18 16:24:00,minor altercation,1
17.700078,83.2154,2023-10-19 12:03:00,minor altercation,1
17.676077,83.298051,2023-10-24 17:36:00,minor altercation,1
17.68645,83.270946,2023-10-20 18:30:00,None,0
17.771756,83.295557,2023-08-31 11:15:00,assault,2
17.732943,83.237306,2023-06-19 13:13:00,robbery,2
17.662237,83.266467,2023-11-13 01:43:00,None,0
17.773649,83.30803,2023-01-22 19:47:00,minor altercation,1
17.777168,83.319257,2023-12-21 02:52:00,None,0
17.79228,83.221827,2023-01-20 17:09:00,robbery,2
17.709721,83.228471,2023-11-27 11:03:00,None,0
17.797955,83.340845,2023-03-16 10:42:00,harassment,2
17.782838,83.226724,2023-10-28 00:14:00,harassment,2
17.710513,83.25241,2023-08-01 17:34:00,theft,1
17.660896,83.298543,2023-04-06 11:15:00,robbery,2
17.747797,83.270603,2023-06-21 13:57:00,robbery,2
17.718548,83.290939,2023-06-20 15:33:00,None,0
17.747089,83.261635,2023-04-18 18:10:00,minor altercation,1
17.756914,83.302431,2023-08-09 01:57:00,harassment,2
17.799794,83.230027,2023-05-27 22:58:00,None,0
17.724814,83.246281,2023-09-13 16:29:00,None,0
17.735468,83.23686,2023-06-18 07:24:00,None,0
17.665962,83.293795,2023-04-02 16:58:00,None,0
17.721479,83.335217,2023-11-27 00:38:00,theft,1
17.767695,83.259371,2023-07-31 20:45:00,robbery,2
17.75577,83.278571,2023-03-12 09:44:00,theft,1
17.676334,83.205695,2023-09-10 17:19:00,None,0
17.686344,83.342503,2023-02-12 17:42:00,assault,2
17.673177,83.208381,2023-06-07 10:30:00,assault,2
17.707475,83.2991,2023-09-11 13:49:00,theft,1
17.670531,83.256431,2023-11-18 00:15:00,harassment,2
17.681481,83.235058,2023-04-27 23:47:00,assault,2
17.653249,83.221253,2023-08-10 04:40:00,assault,2
17.740269,83.28814,2023-02-19 03:58:00,theft,1
17.661724,83.241464,2023-09-20 17:41:00,harassment,2
17.762216,83.304785,2023-08-29 23:08:00,assault,2
17.751746,83.285563,2023-08-29 06:23:00,None,0
17.738055,83.312838,2023-06-11 00:13:00,None,0
17.693588,83.328305,2023-04-26 17:26:00,minor altercation,1
17.659005,83.322073,2023-02-20 22:10:00,minor altercation,1
17.70861,83.295144,2023-03-21 17:20:00,None,0
17.782113,83.309224,2023-05-02 03:57:00,harassment,2
17.793974,83.200029,2023-07-04 14:28:00,minor altercation,1
17.733548,83.276866,2023-04-06 13:28:00,None,0
